4.191828536987304688e+01,-7.134806823730468750e+01
4.192661666870117188e+01,-7.132675170898437500e+01
4.193111801147460938e+01,-7.132677459716796875e+01
4.193208694458007812e+01,-7.131845092773437500e+01
4.192834091186523438e+01,-7.129287719726562500e+01
4.192958450317382812e+01,-7.129811859130859375e+01
4.192892074584960938e+01,-7.133129119873046875e+01
4.192378616333007812e+01,-7.134183502197265625e+01
4.192718505859375000e+01,-7.132500457763671875e+01
4.192692947387695312e+01,-7.132587432861328125e+01
4.192538452148437500e+01,-7.132696533203125000e+01
4.192998123168945312e+01,-7.132259368896484375e+01
4.193537521362304688e+01,-7.133108520507812500e+01
4.193040084838867188e+01,-7.133652496337890625e+01
4.193417739868164062e+01,-7.132791900634765625e+01
4.193432617187500000e+01,-7.131182861328125000e+01
4.193533706665039062e+01,-7.131192779541015625e+01
4.192922592163085938e+01,-7.133370971679687500e+01
4.193382263183593750e+01,-7.132933807373046875e+01
4.193500518798828125e+01,-7.132224273681640625e+01
4.192701721191406250e+01,-7.132531738281250000e+01
4.192621612548828125e+01,-7.132271575927734375e+01
4.192950439453125000e+01,-7.132256317138671875e+01
4.193223190307617188e+01,-7.131928253173828125e+01
4.193280410766601562e+01,-7.131568145751953125e+01
4.192950057983398438e+01,-7.133045196533203125e+01
4.192620849609375000e+01,-7.132617950439453125e+01
4.192584609985351562e+01,-7.132465362548828125e+01
4.191983795166015625e+01,-7.131532287597656250e+01
4.193786621093750000e+01,-7.131145477294921875e+01
4.194071960449218750e+01,-7.131527709960937500e+01
4.193169403076171875e+01,-7.131481933593750000e+01
4.192998123168945312e+01,-7.131585693359375000e+01
4.192705154418945312e+01,-7.130882263183593750e+01
4.192934036254882812e+01,-7.132783508300781250e+01
4.191783905029296875e+01,-7.133083343505859375e+01
4.193711853027343750e+01,-7.131360626220703125e+01
4.193646621704101562e+01,-7.131399536132812500e+01
4.192817306518554688e+01,-7.131887054443359375e+01
4.192687225341796875e+01,-7.132260894775390625e+01
4.192838668823242188e+01,-7.131957244873046875e+01
4.192900085449218750e+01,-7.132609558105468750e+01
4.192471694946289062e+01,-7.132970428466796875e+01
4.192471694946289062e+01,-7.132689666748046875e+01
4.191818237304687500e+01,-7.133694458007812500e+01
4.191606521606445312e+01,-7.133636474609375000e+01
4.193806838989257812e+01,-7.132734680175781250e+01
4.193806838989257812e+01,-7.132734680175781250e+01
4.192331314086914062e+01,-7.131953430175781250e+01
4.192523574829101562e+01,-7.131625366210937500e+01
4.192523574829101562e+01,-7.131625366210937500e+01
4.192993545532226562e+01,-7.132300567626953125e+01
4.192700576782226562e+01,-7.131700897216796875e+01
4.193291854858398438e+01,-7.131018066406250000e+01
4.192511367797851562e+01,-7.132910156250000000e+01
4.193323898315429688e+01,-7.133044433593750000e+01
4.192386627197265625e+01,-7.131782531738281250e+01
4.192422485351562500e+01,-7.131491851806640625e+01
4.192464065551757812e+01,-7.131812286376953125e+01
4.192464065551757812e+01,-7.131812286376953125e+01
4.192395401000976562e+01,-7.131525421142578125e+01
4.192475891113281250e+01,-7.131101226806640625e+01
4.192435455322265625e+01,-7.128917694091796875e+01
4.192624282836914062e+01,-7.134566497802734375e+01
4.192515182495117188e+01,-7.132739257812500000e+01
4.192515182495117188e+01,-7.132739257812500000e+01
4.192248535156250000e+01,-7.133660125732421875e+01
4.192157363891601562e+01,-7.132956695556640625e+01
4.192644882202148438e+01,-7.131371307373046875e+01
4.191828918457031250e+01,-7.132247924804687500e+01
4.192251968383789062e+01,-7.129134368896484375e+01
4.193480682373046875e+01,-7.131150817871093750e+01
4.193593597412109375e+01,-7.131384277343750000e+01
4.192444229125976562e+01,-7.134806823730468750e+01
