4.200889587402343750e+01,-7.129768371582031250e+01
4.197480392456054688e+01,-7.130018615722656250e+01
4.200796890258789062e+01,-7.134033966064453125e+01
4.196435546875000000e+01,-7.133219909667968750e+01
4.205540084838867188e+01,-7.131031036376953125e+01
4.193454742431640625e+01,-7.130704498291015625e+01
4.206058883666992188e+01,-7.130821990966796875e+01
4.194700241088867188e+01,-7.135852050781250000e+01
4.164907455444335938e+01,-7.133716583251953125e+01
4.184686660766601562e+01,-7.133007812500000000e+01
4.193198394775390625e+01,-7.129742431640625000e+01
4.176517486572265625e+01,-7.131710815429687500e+01
4.180458831787109375e+01,-7.129991149902343750e+01
4.205432128906250000e+01,-7.128378295898437500e+01
4.194499969482421875e+01,-7.128682708740234375e+01
4.189091110229492188e+01,-7.129694366455078125e+01
4.199002456665039062e+01,-7.136673736572265625e+01
4.019616317749023438e+01,-7.146331787109375000e+01
4.074015808105468750e+01,-7.173358917236328125e+01
4.189559173583984375e+01,-7.127490234375000000e+01
4.193243026733398438e+01,-7.130339050292968750e+01
4.205588531494140625e+01,-7.130268859863281250e+01
4.191744232177734375e+01,-7.138976287841796875e+01
4.202256393432617188e+01,-7.128366851806640625e+01
4.199773025512695312e+01,-7.129773712158203125e+01
4.167176818847656250e+01,-7.133754730224609375e+01
4.046049118041992188e+01,-7.175729370117187500e+01
4.175984191894531250e+01,-7.128031921386718750e+01
4.188383102416992188e+01,-7.128216552734375000e+01
4.192154693603515625e+01,-7.132297515869140625e+01
4.183246994018554688e+01,-7.128729248046875000e+01
4.165604400634765625e+01,-7.130194091796875000e+01
4.182491302490234375e+01,-7.137322998046875000e+01
4.189410018920898438e+01,-7.130275726318359375e+01
4.172015380859375000e+01,-7.138149261474609375e+01
4.078528213500976562e+01,-7.136645507812500000e+01
4.200254821777343750e+01,-7.128896331787109375e+01
4.195507812500000000e+01,-7.129041290283203125e+01
4.127850341796875000e+01,-7.134039306640625000e+01
4.071297073364257812e+01,-7.131603240966796875e+01
4.144330596923828125e+01,-7.137619018554687500e+01
4.120709228515625000e+01,-7.138764190673828125e+01
