,Unnamed: 0,ID,DATE,year,month,day,Day of week,season,hour_category,holiday,Road Surface Condition,Ambient Light,Weather Condition,PRCP,SNOW,TMAX,TMIN,lon,lat,label
0,0,1,1/1/2002,2002,1,1,Tuesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,36,13,41.94861042,-71.27758702,1504
1,1,2,1/2/2002,2002,1,2,Wednesday,Winter,night,TRUE,Dry,Dusk,Clear,0,0,39,19,41.93268269,-71.29622047,1217
2,2,3,1/2/2002,2002,1,2,Wednesday,Winter,night,TRUE,Wet,Dark - lighted roadway,Rain,0,0,39,19,41.9483337,-71.27794679,1464
3,3,5,1/2/2002,2002,1,2,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,39,19,41.93821835,-71.29107975,1300
4,4,9,1/3/2002,2002,1,3,Thursday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,38,22,41.9226456,-71.29240368,1253
5,5,10,1/3/2002,2002,1,3,Thursday,Winter,rush,FALSE,Dry,Dusk,Clear,0,0,38,22,41.94313451,-71.27152156,1582
6,6,12,1/4/2002,2002,1,4,Friday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,36,16,41.91035947,-71.36314658,248
7,7,13,1/4/2002,2002,1,4,Friday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,36,16,41.94625923,-71.28694634,1343
8,8,14,1/4/2002,2002,1,4,Friday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,36,16,41.94666472,-71.28742757,1344
9,9,16,1/4/2002,2002,1,4,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,36,16,41.94586371,-71.28073807,1423
10,10,17,1/4/2002,2002,1,4,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,36,16,41.91568377,-71.35895878,330
11,11,19,1/5/2002,2002,1,5,Saturday,Winter,day,FALSE,Dry,Dark - lighted roadway,Clear,0,0,43,26,41.95076301,-71.27397064,1545
12,12,20,1/5/2002,2002,1,5,Saturday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,43,26,41.90998013,-71.35802082,328
13,13,21,1/6/2002,2002,1,6,Sunday,Winter,day,FALSE,Wet,Daylight,Cloudy/Rain,0.49,0,46,28,41.92698472,-71.35514936,375
14,14,22,1/6/2002,2002,1,6,Sunday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Cloudy,0.49,0,46,28,41.93623387,-71.28481203,1379
15,15,23,1/7/2002,2002,1,7,Monday,Winter,day,FALSE,Wet,Daylight,Cloudy/Rain,0.36,2.8,48,28,41.94471837,-71.28286054,1423
16,16,24,1/7/2002,2002,1,7,Monday,Winter,day,FALSE,Wet,Daylight,Rain,0.36,2.8,48,28,41.94290043,-71.28636176,1342
17,17,25,1/7/2002,2002,1,7,Monday,Winter,rush,FALSE,Ice,Dark - 0 roadway lighting,Snow,0.36,2.8,48,28,41.93727492,-71.31707458,939
18,18,27,1/7/2002,2002,1,7,Monday,Winter,night,FALSE,Snow,Dark - lighted roadway,Snow,0.36,2.8,48,28,41.94396388,-71.30988659,1022
19,19,28,1/7/2002,2002,1,7,Monday,Winter,night,FALSE,Wet,Dark - lighted roadway,Rain,0.36,2.8,48,28,41.92117688,-71.29679853,1213
20,20,30,1/8/2002,2002,1,8,Tuesday,Winter,rush,FALSE,Wet,Daylight,Snow,0.01,0.1,36,19,41.97324084,-71.29531631,1235
21,21,31,1/8/2002,2002,1,8,Tuesday,Winter,rush,FALSE,Slush,Daylight,Clear,0.01,0.1,36,19,41.89972564,-71.35520786,363
22,22,32,1/8/2002,2002,1,8,Tuesday,Winter,day,FALSE,"Sand, mud, dirt, oil, gravel",Daylight,Clear,0.01,0.1,36,19,41.95484304,-71.28856385,1347
23,23,33,1/8/2002,2002,1,8,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0.01,0.1,36,19,41.93269195,-71.32821357,778
24,24,34,1/8/2002,2002,1,8,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0.01,0.1,36,19,41.93406554,-71.30574057,1098
25,25,35,1/9/2002,2002,1,9,Wednesday,Winter,night,FALSE,Wet,Dark - lighted roadway,Rain,0.01,0,40,27,41.97324084,-71.29531631,1235
26,26,36,1/9/2002,2002,1,9,Wednesday,Winter,night,FALSE,"Sand, mud, dirt, oil, gravel",Dawn,Clear,0.01,0,40,27,41.9351538,-71.27720242,1499
27,27,37,1/9/2002,2002,1,9,Wednesday,Winter,rush,FALSE,Dry,Daylight,Cloudy,0.01,0,40,27,41.9348634,-71.29887283,1178
28,28,38,1/9/2002,2002,1,9,Wednesday,Winter,day,FALSE,Dry,Daylight,Cloudy,0.01,0,40,27,41.92508738,-71.35628348,374
29,29,40,1/9/2002,2002,1,9,Wednesday,Winter,rush,FALSE,Wet,Dusk,Cloudy,0.01,0,40,27,41.94121777,-71.2768631,1501
30,30,41,1/9/2002,2002,1,9,Wednesday,Winter,rush,FALSE,Dry,Dusk,Clear,0.01,0,40,27,41.9483337,-71.27794679,1464
31,31,42,1/9/2002,2002,1,9,Wednesday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Rain,0.01,0,40,27,41.92953132,-71.29739254,1176
32,32,43,1/11/2002,2002,1,11,Friday,Winter,night,FALSE,Dry,Dark - roadway not lighted,Cloudy,0.27,0,40,34,41.93309921,-71.3205767,858
33,33,45,1/11/2002,2002,1,11,Friday,Winter,day,FALSE,Ice,Dark - lighted roadway,Cloudy,0.27,0,40,34,41.94066438,-71.28948653,1301
34,34,46,1/11/2002,2002,1,11,Friday,Winter,day,FALSE,Wet,Daylight,Rain,0.27,0,40,34,41.96939377,-71.29355357,1273
35,35,47,1/11/2002,2002,1,11,Friday,Winter,rush,FALSE,Wet,Daylight,Cloudy,0.27,0,40,34,41.92014284,-71.35719783,332
36,36,48,1/11/2002,2002,1,11,Friday,Winter,rush,FALSE,Ice,Dark - lighted roadway,Cloudy,0.27,0,40,34,41.93519151,-71.32895367,739
37,37,49,1/12/2002,2002,1,12,Saturday,Winter,rush,FALSE,Wet,Daylight,Cloudy,0,0,44,31,41.93524005,-71.27513601,1499
38,38,51,1/12/2002,2002,1,12,Saturday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Clear,0,0,44,31,41.94470433,-71.2812252,1423
39,39,52,1/13/2002,2002,1,13,Sunday,Winter,night,FALSE,Wet,Dark - lighted roadway,Rain,1,1.2,40,30,41.93150481,-71.33366365,697
40,40,54,1/13/2002,2002,1,13,Sunday,Winter,day,FALSE,Dry,Daylight,Snow,1,1.2,40,30,41.92449492,-71.32136924,854
41,41,55,1/13/2002,2002,1,13,Sunday,Winter,day,FALSE,Slush,Daylight,Cloudy/Rain,1,1.2,40,30,41.92045419,-71.35830053,332
42,42,56,1/13/2002,2002,1,13,Sunday,Winter,day,FALSE,0,Daylight,Cloudy/Rain,1,1.2,40,30,41.90565961,-71.35666402,326
43,43,57,1/13/2002,2002,1,13,Sunday,Winter,day,FALSE,Slush,Daylight,Rain,1,1.2,40,30,41.90565961,-71.35666401,326
44,44,59,1/14/2002,2002,1,14,Monday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,40,29,41.96643836,-71.29074265,1312
45,45,61,1/14/2002,2002,1,14,Monday,Winter,rush,TRUE,Dry,Dark - lighted roadway,Clear,0,0,40,29,41.91035947,-71.36314658,248
46,46,62,1/15/2002,2002,1,15,Tuesday,Winter,rush,TRUE,Dry,Daylight,Clear,0.15,0,37,32,41.93505312,-71.29860583,1179
47,47,64,1/15/2002,2002,1,15,Tuesday,Winter,rush,TRUE,Wet,Dark - lighted roadway,Clear,0.15,0,37,32,41.95568257,-71.28823954,1347
48,48,65,1/15/2002,2002,1,15,Tuesday,Winter,rush,TRUE,Wet,Dark - lighted roadway,Clear,0.15,0,37,32,41.93947481,-71.29115342,1300
49,49,66,1/15/2002,2002,1,15,Tuesday,Winter,rush,TRUE,Dry,Dark - lighted roadway,Cloudy,0.15,0,37,32,41.89903243,-71.355186,363
50,50,67,1/16/2002,2002,1,16,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,42,30,41.94430701,-71.30913523,1022
51,51,68,1/16/2002,2002,1,16,Wednesday,Winter,day,TRUE,Dry,Daylight,Fog,0,0,42,30,41.91619723,-71.35885587,330
52,52,69,1/16/2002,2002,1,16,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,42,30,41.91982212,-71.35857678,332
53,53,70,1/17/2002,2002,1,17,Thursday,Winter,rush,FALSE,Snow,Daylight,Snow,0.06,0.9,43,28,41.912574,-71.27389624,1529
54,54,71,1/17/2002,2002,1,17,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0.06,0.9,43,28,41.9348634,-71.29887283,1178
55,55,72,1/17/2002,2002,1,17,Thursday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Clear,0.06,0.9,43,28,41.91982212,-71.35857678,332
56,56,73,1/17/2002,2002,1,17,Thursday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0.06,0.9,43,28,41.91982212,-71.35857678,332
57,57,74,1/17/2002,2002,1,17,Thursday,Winter,night,FALSE,Dry,Dark - roadway not lighted,Clear,0.06,0.9,43,28,41.90655598,-71.37530131,86
58,58,76,1/18/2002,2002,1,18,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,38,25,41.92241545,-71.31336866,973
59,59,79,1/18/2002,2002,1,18,Friday,Winter,night,FALSE,Snow,Dark - lighted roadway,Snow,0,0,38,25,41.96280858,-71.28846286,1350
60,60,80,1/18/2002,2002,1,18,Friday,Winter,night,FALSE,Dry,Dark - roadway not lighted,Clear,0,0,38,25,41.93409055,-71.31679409,938
61,61,81,1/19/2002,2002,1,19,Saturday,Winter,day,FALSE,Dry,Daylight,Cloudy,0.26,3.1,29,20,41.89903243,-71.355186,363
62,62,82,1/19/2002,2002,1,19,Saturday,Winter,rush,FALSE,Snow,Dawn,Snow,0.26,3.1,29,20,41.9128314,-71.36189012,289
63,63,84,1/19/2002,2002,1,19,Saturday,Winter,night,FALSE,Snow,Dark - 0 roadway lighting,Snow,0.26,3.1,29,20,41.95234013,-71.29601132,1226
64,64,85,1/20/2002,2002,1,20,Sunday,Winter,night,FALSE,Snow,Dark - lighted roadway,Snow,0.16,1.6,39,19,41.92960655,-71.30261899,1136
65,65,88,1/20/2002,2002,1,20,Sunday,Winter,rush,FALSE,Wet,Daylight,Cloudy,0.16,1.6,39,19,41.93623387,-71.28481203,1379
66,66,89,1/20/2002,2002,1,20,Sunday,Winter,rush,FALSE,Wet,Daylight,Cloudy,0.16,1.6,39,19,41.93623387,-71.28481203,1379
67,67,91,1/21/2002,2002,1,21,Monday,Winter,rush,FALSE,Ice,Dark - lighted roadway,Rain,0.31,0,35,18,41.93358571,-71.32352844,818
68,68,92,1/21/2002,2002,1,21,Monday,Winter,day,FALSE,0,Daylight,Clear,0.31,0,35,18,41.9295561,-71.3026714,1136
69,69,93,1/21/2002,2002,1,21,Monday,Winter,day,FALSE,Wet,Daylight,Rain,0.31,0,35,18,41.93549621,-71.27895129,1459
70,70,95,1/21/2002,2002,1,21,Monday,Winter,day,FALSE,Wet,Dusk,Cloudy/Rain,0.31,0,35,18,41.93405012,-71.31579284,938
71,71,97,1/21/2002,2002,1,21,Monday,Winter,rush,FALSE,Ice,Dark - lighted roadway,Rain,0.31,0,35,18,41.92014284,-71.35719783,332
72,72,98,1/22/2002,2002,1,22,Tuesday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,45,25,41.91982212,-71.35857678,332
73,73,99,1/22/2002,2002,1,22,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,45,25,41.95395992,-71.28274651,1427
74,74,100,1/22/2002,2002,1,22,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,45,25,41.95395992,-71.28274651,1427
75,75,103,1/23/2002,2002,1,23,Wednesday,Winter,day,FALSE,Wet,Daylight,Cloudy,0,0,52,25,41.93102622,-71.31343932,977
76,76,104,1/23/2002,2002,1,23,Wednesday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,52,25,41.94292045,-71.27681606,1502
77,77,105,1/23/2002,2002,1,23,Wednesday,Winter,night,FALSE,Wet,Dark - lighted roadway,Cloudy,0,0,52,25,41.91194929,-71.36233897,249
78,78,106,1/25/2002,2002,1,25,Friday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,46,29,41.92508738,-71.35628348,374
79,79,108,1/25/2002,2002,1,25,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,46,29,41.90242714,-71.35558229,365
80,80,109,1/26/2002,2002,1,26,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,53,33,41.90559203,-71.35664821,326
81,81,110,1/26/2002,2002,1,26,Saturday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,53,33,41.91406937,-71.36126683,290
82,82,111,1/26/2002,2002,1,26,Saturday,Winter,rush,FALSE,Dry,Dusk,Clear,0,0,53,33,41.90158429,-71.35565633,364
83,83,113,1/27/2002,2002,1,27,Sunday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,58,25,41.93107195,-71.35297446,417
84,84,116,1/28/2002,2002,1,28,Monday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,59,25,41.89733197,-71.36979234,162
85,85,117,1/28/2002,2002,1,28,Monday,Winter,night,FALSE,Dry,Dark - lighted roadway,Clear,0,0,59,25,41.93152244,-71.29127014,1297
86,86,119,1/30/2002,2002,1,30,Wednesday,Winter,night,FALSE,Wet,Dark - lighted roadway,Rain,0.17,0,52,34,41.95517492,-71.30396871,1107
87,87,120,1/30/2002,2002,1,30,Wednesday,Winter,day,FALSE,Wet,Daylight,Cloudy,0.17,0,52,34,41.91265287,-71.30986999,1009
88,88,121,1/30/2002,2002,1,30,Wednesday,Winter,day,FALSE,Wet,Daylight,Cloudy/Rain,0.17,0,52,34,41.90957074,-71.36355008,248
89,89,122,1/30/2002,2002,1,30,Wednesday,Winter,day,FALSE,Dry,Daylight,Cloudy,0.17,0,52,34,41.89908372,-71.35507854,363
90,90,123,1/30/2002,2002,1,30,Wednesday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0.17,0,52,34,41.95076301,-71.27397064,1545
91,91,125,1/30/2002,2002,1,30,Wednesday,Winter,night,FALSE,Dry,Dark - lighted roadway,Cloudy,0.17,0,52,34,41.97001836,-71.2913735,1314
92,92,127,1/31/2002,2002,1,31,Thursday,Winter,night,FALSE,Wet,Dark - lighted roadway,Rain,0.16,0.2,34,31,41.89903243,-71.355186,363
93,93,129,1/31/2002,2002,1,31,Thursday,Winter,day,FALSE,Wet,Daylight,Rain,0.16,0.2,34,31,41.95675091,-71.28790192,1348
94,94,130,1/31/2002,2002,1,31,Thursday,Winter,rush,FALSE,Wet,Dusk,Rain,0.16,0.2,34,31,41.95026372,-71.2985466,1185
95,95,131,1/31/2002,2002,1,31,Thursday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Rain,0.16,0.2,34,31,41.89903243,-71.355186,363
96,96,132,2/1/2002,2002,2,1,Friday,Winter,rush,FALSE,Wet,Daylight,Rain,0.25,0,38,32,41.93996104,-71.2724871,1541
97,97,133,2/1/2002,2002,2,1,Friday,Winter,rush,FALSE,Wet,Daylight,Rain,0.25,0,38,32,41.92508738,-71.35628348,374
98,98,134,2/1/2002,2002,2,1,Friday,Winter,rush,FALSE,Wet,Daylight,Rain,0.25,0,38,32,41.92508738,-71.35628348,374
99,99,135,2/1/2002,2002,2,1,Friday,Winter,day,FALSE,Wet,Daylight,Rain,0.25,0,38,32,41.94519466,-71.28103716,1423
100,100,136,2/1/2002,2002,2,1,Friday,Winter,rush,FALSE,Wet,Dusk,Rain,0.25,0,38,32,41.93601097,-71.28269451,1419
101,101,137,2/1/2002,2002,2,1,Friday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Rain,0.25,0,38,32,41.95077804,-71.27393366,1545
102,102,140,2/3/2002,2002,2,3,Sunday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,38,12,41.91724364,-71.33234803,691
103,103,141,2/3/2002,2002,2,3,Sunday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,38,12,41.95180679,-71.2898592,1306
104,104,144,2/4/2002,2002,2,4,Monday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,43,21,41.89972564,-71.35520786,363
105,105,145,2/4/2002,2002,2,4,Monday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,43,21,41.94121777,-71.2768631,1501
106,106,146,2/5/2002,2002,2,5,Tuesday,Winter,night,FALSE,Dry,Dark - lighted roadway,Clear,0,0,32,18,41.95076301,-71.27397064,1545
107,107,147,2/5/2002,2002,2,5,Tuesday,Winter,rush,FALSE,Dry,Dawn,Clear,0,0,32,18,41.93400167,-71.31333075,978
108,108,148,2/5/2002,2002,2,5,Tuesday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,32,18,41.93397921,-71.30659863,1058
109,109,149,2/5/2002,2002,2,5,Tuesday,Winter,rush,FALSE,Dry,Dusk,Clear,0,0,32,18,41.9370756,-71.28238678,1419
110,110,150,2/5/2002,2002,2,5,Tuesday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,32,18,41.93623387,-71.28481203,1379
111,111,151,2/6/2002,2002,2,6,Wednesday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,41,17,41.95026372,-71.2985466,1185
112,112,152,2/6/2002,2002,2,6,Wednesday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,41,17,41.93406554,-71.30574057,1098
113,113,153,2/6/2002,2002,2,6,Wednesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,41,17,41.93268269,-71.29622047,1217
114,114,154,2/6/2002,2002,2,6,Wednesday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,41,17,41.92734177,-71.2850606,1375
115,115,155,2/7/2002,2002,2,7,Thursday,Winter,night,FALSE,Dry,Dawn,Clear,0,0,44,21,41.90474145,-71.31772514,886
116,116,156,2/7/2002,2002,2,7,Thursday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,44,21,41.94466165,-71.28343076,1383
117,117,157,2/8/2002,2002,2,8,Friday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,50,25,41.93269195,-71.32821357,778
118,118,158,2/8/2002,2002,2,8,Friday,Winter,rush,FALSE,Dry,Dawn,Clear,0,0,50,25,41.956426,-71.30313034,1108
119,119,159,2/9/2002,2002,2,9,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,42,19,41.9412121,-71.28297598,1421
120,120,160,2/9/2002,2002,2,9,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,42,19,41.89968132,-71.35531736,363
121,121,161,2/9/2002,2002,2,9,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,42,19,41.91562886,-71.36047108,290
122,122,162,2/9/2002,2002,2,9,Saturday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,42,19,41.91230639,-71.36215607,289
123,123,163,2/9/2002,2002,2,9,Saturday,Winter,night,FALSE,Dry,Dark - lighted roadway,Clear,0,0,42,19,41.91982212,-71.35857678,332
124,124,164,2/10/2002,2002,2,10,Sunday,Winter,night,FALSE,Wet,Dark - lighted roadway,Cloudy/Rain,0.12,0,55,14,41.90238589,-71.35672422,324
125,125,165,2/11/2002,2002,2,11,Monday,Winter,day,FALSE,Wet,Daylight,Cloudy/Rain,0.67,1.1,55,13,41.91035947,-71.36314658,248
126,126,167,2/11/2002,2002,2,11,Monday,Winter,night,FALSE,Dry,Dark - lighted roadway,Clear,0.67,1.1,55,13,41.90261606,-71.35590689,365
127,127,168,2/12/2002,2002,2,12,Tuesday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,41,10,41.94787472,-71.27854544,1464
128,128,170,2/13/2002,2002,2,13,Wednesday,Winter,rush,FALSE,Dry,Daylight,Cloudy,0,0,41,19,41.94450501,-71.28411703,1383
129,129,171,2/13/2002,2002,2,13,Wednesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,41,19,41.90307932,-71.35602316,365
130,130,172,2/13/2002,2002,2,13,Wednesday,Winter,night,FALSE,Dry,Dark - lighted roadway,Clear,0,0,41,19,41.93503657,-71.2848971,1379
131,131,174,2/14/2002,2002,2,14,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,35,12,41.89618753,-71.37039513,162
132,132,175,2/14/2002,2002,2,14,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,35,12,41.90231125,-71.35597671,364
133,133,177,2/14/2002,2002,2,14,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,35,12,41.92508738,-71.35628348,374
134,134,179,2/15/2002,2002,2,15,Friday,Winter,night,FALSE,Dry,Dark - roadway not lighted,Clear,0,0,47,29,41.90123433,-71.35965199,284
135,135,180,2/15/2002,2002,2,15,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,47,29,41.94234382,-71.27289652,1542
136,136,181,2/15/2002,2002,2,15,Friday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,47,29,41.90428532,-71.30229657,1125
137,137,182,2/15/2002,2002,2,15,Friday,Winter,day,FALSE,Dry,Daylight,Cloudy,0,0,47,29,41.91802439,-71.3593539,291
138,138,185,2/16/2002,2002,2,16,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,57,29,41.91553973,-71.36051813,290
139,139,186,2/16/2002,2002,2,16,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,57,29,41.93405012,-71.31579284,938
140,140,187,2/16/2002,2002,2,16,Saturday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,57,29,41.93405012,-71.31579284,938
141,141,188,2/16/2002,2002,2,16,Saturday,Winter,rush,FALSE,Dry,Dusk,Clear,0,0,57,29,41.93409346,-71.29982899,1178
142,142,189,2/19/2002,2002,2,19,Tuesday,Winter,day,TRUE,Dry,0,Clear,0,0,54,20,41.89858966,-71.35502581,363
143,143,190,2/19/2002,2002,2,19,Tuesday,Winter,rush,TRUE,Dry,Dark - lighted roadway,Cloudy,0,0,54,20,41.91649569,-71.30362942,1091
144,144,191,2/20/2002,2002,2,20,Wednesday,Winter,night,TRUE,Dry,Dusk,Cloudy,0,0,55,27,41.93269195,-71.32821357,778
145,145,192,2/20/2002,2002,2,20,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,55,27,41.92508738,-71.35628348,374
146,146,193,2/20/2002,2002,2,20,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,55,27,41.95484304,-71.28856385,1347
147,147,194,2/20/2002,2002,2,20,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,55,27,41.93396377,-71.31987069,898
148,148,195,2/20/2002,2002,2,20,Wednesday,Winter,day,TRUE,Dry,Daylight,Clear,0,0,55,27,41.9110765,-71.36278231,248
149,149,196,2/20/2002,2002,2,20,Wednesday,Winter,rush,TRUE,Dry,Daylight,Cloudy,0,0,55,27,41.90697288,-71.36488171,246
150,150,197,2/20/2002,2002,2,20,Wednesday,Winter,rush,TRUE,Dry,Dark - lighted roadway,Clear,0,0,55,27,41.93376807,-71.30031418,1138
151,151,198,2/20/2002,2002,2,20,Wednesday,Winter,rush,TRUE,Dry,Dark - lighted roadway,Clear,0,0,55,27,41.90682772,-71.35704387,326
152,152,199,2/21/2002,2002,2,21,Thursday,Winter,rush,FALSE,Wet,Daylight,Fog,0.47,0,55,47,41.95428602,-71.28497548,1387
153,153,200,2/21/2002,2002,2,21,Thursday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Cloudy/Rain,0.47,0,55,47,41.93376807,-71.30031418,1138
154,154,201,2/21/2002,2002,2,21,Thursday,Winter,rush,FALSE,Other,Dark - lighted roadway,Clear,0.47,0,55,47,41.93269195,-71.32821357,778
155,155,204,2/23/2002,2002,2,23,Saturday,Winter,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,46,25,41.90682772,-71.35704387,326
156,156,205,2/24/2002,2002,2,24,Sunday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,44,23,41.93058727,-71.35318659,417
157,157,206,2/24/2002,2002,2,24,Sunday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,44,23,41.9148258,-71.36088324,290
158,158,210,2/26/2002,2002,2,26,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,61,40,41.9404815,-71.28139686,1421
159,159,211,2/26/2002,2002,2,26,Tuesday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,61,40,41.92244908,-71.29276435,1253
160,160,212,2/27/2002,2002,2,27,Wednesday,Winter,rush,FALSE,Wet,Dark - lighted roadway,Rain,0.52,1.2,58,27,41.95180679,-71.2898592,1306
161,161,213,2/28/2002,2002,2,28,Thursday,Winter,night,FALSE,Wet,Daylight,Clear,0,0,38,23,41.91653724,-71.36001753,291
162,162,214,2/28/2002,2002,2,28,Thursday,Winter,rush,FALSE,Dry,Daylight,Clear,0,0,38,23,41.94932398,-71.30404434,1105
163,163,215,2/28/2002,2002,2,28,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,38,23,41.93623387,-71.28481203,1379
164,164,216,2/28/2002,2002,2,28,Thursday,Winter,day,FALSE,Dry,Daylight,Clear,0,0,38,23,41.91982212,-71.35857678,332
165,165,217,3/1/2002,2002,3,1,Friday,Spring,night,FALSE,Wet,0,Cloudy/Rain,0,0,46,17,41.89618753,-71.37039513,162
166,166,219,3/1/2002,2002,3,1,Friday,Spring,day,FALSE,Dry,Daylight,Clear,0,0,46,17,41.94121777,-71.2768631,1501
167,167,220,3/1/2002,2002,3,1,Friday,Spring,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,46,17,41.91035947,-71.36314658,248
168,168,221,3/1/2002,2002,3,1,Friday,Spring,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,46,17,41.91035947,-71.36314658,248
169,169,222,3/1/2002,2002,3,1,Friday,Spring,rush,FALSE,Dry,Dark - roadway not lighted,Clear,0,0,46,17,41.89841145,-71.37009489,163
170,170,223,3/2/2002,2002,3,2,Saturday,Spring,day,FALSE,Dry,Daylight,Clear,0.01,0,47,20,41.93409173,-71.31894301,898
171,171,224,3/2/2002,2002,3,2,Saturday,Spring,day,FALSE,Dry,Daylight,Clear,0.01,0,47,20,41.93365798,-71.32924077,738
172,172,225,3/2/2002,2002,3,2,Saturday,Spring,rush,FALSE,Dry,Daylight,Clear,0.01,0,47,20,41.90173327,-71.37015433,164
173,173,226,3/2/2002,2002,3,2,Saturday,Spring,rush,FALSE,Dry,Dark - lighted roadway,Cloudy,0.01,0,47,20,41.90293426,-71.35611971,365
174,174,230,3/3/2002,2002,3,3,Sunday,Spring,night,FALSE,Wet,Dark - 0 roadway lighting,Rain,1.02,0,59,40,41.93040677,-71.32187253,857
175,175,231,3/3/2002,2002,3,3,Sunday,Spring,night,FALSE,Wet,Dawn,Cloudy/Rain,1.02,0,59,40,41.93040677,-71.32187253,857
176,176,232,3/3/2002,2002,3,3,Sunday,Spring,day,FALSE,Wet,Daylight,Cloudy,1.02,0,59,40,41.93400167,-71.31333075,978
177,177,234,3/4/2002,2002,3,4,Monday,Spring,rush,FALSE,Dry,Daylight,Cloudy,0,0,45,23,41.90074884,-71.36125537,284
178,178,235,3/5/2002,2002,3,5,Tuesday,Spring,rush,FALSE,Dry,Daylight,Clear,0,0,35,18,41.89858966,-71.35502581,363
179,179,237,3/6/2002,2002,3,6,Wednesday,Spring,day,FALSE,Dry,Daylight,Clear,0,0,54,22,41.92416457,-71.35104162,414
180,180,239,3/7/2002,2002,3,7,Thursday,Spring,rush,FALSE,Dry,Dark - lighted roadway,Clear,0,0,61,30,41.90857957,-71.36406078,247
