4.211281967163085938e+01,-7.127758026123046875e+01
4.211997222900390625e+01,-7.131413269042968750e+01
4.187321853637695312e+01,-7.130937957763671875e+01
4.186050796508789062e+01,-7.137190246582031250e+01
4.158425903320312500e+01,-7.133072662353515625e+01
4.222488403320312500e+01,-7.126711273193359375e+01
4.179452514648437500e+01,-7.129396820068359375e+01
4.208044815063476562e+01,-7.132311248779296875e+01
4.116129302978515625e+01,-7.137249755859375000e+01
4.231134033203125000e+01,-7.132183074951171875e+01
4.178887176513671875e+01,-7.131256103515625000e+01
4.170098114013671875e+01,-7.139843750000000000e+01
4.192769241333007812e+01,-7.135410308837890625e+01
4.166208267211914062e+01,-7.130197906494140625e+01
4.191250228881835938e+01,-7.132875823974609375e+01
4.193439483642578125e+01,-7.134382629394531250e+01
4.157525253295898438e+01,-7.131048583984375000e+01
4.019339752197265625e+01,-7.174814605712890625e+01
4.077125549316406250e+01,-7.136397552490234375e+01
4.168255233764648438e+01,-7.140901947021484375e+01
4.163324737548828125e+01,-7.144848632812500000e+01
4.200624465942382812e+01,-7.129277801513671875e+01
4.128646850585937500e+01,-7.134190368652343750e+01
4.167856597900390625e+01,-7.132566833496093750e+01
4.185490036010742188e+01,-7.135219573974609375e+01
4.212138748168945312e+01,-7.132447814941406250e+01
4.136587524414062500e+01,-7.138494110107421875e+01
4.176622390747070312e+01,-7.141671752929687500e+01
4.206036758422851562e+01,-7.145256805419921875e+01
4.192781448364257812e+01,-7.142059326171875000e+01
4.162989044189453125e+01,-7.142392730712890625e+01
4.156406021118164062e+01,-7.137603759765625000e+01
4.205988693237304688e+01,-7.140241241455078125e+01
4.159347915649414062e+01,-7.138301849365234375e+01
4.170539093017578125e+01,-7.138806915283203125e+01
4.174542999267578125e+01,-7.172704315185546875e+01
4.224178695678710938e+01,-7.125666809082031250e+01
4.158155441284179688e+01,-7.139279174804687500e+01
4.153512954711914062e+01,-7.137641906738281250e+01
4.142682647705078125e+01,-7.137615966796875000e+01
4.158871078491210938e+01,-7.132733917236328125e+01
4.158135986328125000e+01,-7.139034271240234375e+01
4.168609237670898438e+01,-7.141793823242187500e+01
4.176376724243164062e+01,-7.136571502685546875e+01
4.183446121215820312e+01,-7.147333526611328125e+01
4.211930084228515625e+01,-7.131883239746093750e+01
4.211732101440429688e+01,-7.154834747314453125e+01
4.183004379272460938e+01,-7.158554840087890625e+01
4.129539108276367188e+01,-7.138788604736328125e+01
4.203929138183593750e+01,-7.151746368408203125e+01
4.206847763061523438e+01,-7.122941589355468750e+01
4.234079742431640625e+01,-7.144450378417968750e+01
